0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
009B3ZX Drainage of Pons, Percutaneous Approach, Diagnostic
009B3ZZ Drainage of Pons, Percutaneous Approach
009B40Z Drainage of Pons with Drainage Device, Percutaneous Endoscopic Approach
009B4ZX Drainage of Pons, Percutaneous Endoscopic Approach, Diagnostic
009B4ZZ Drainage of Pons, Percutaneous Endoscopic Approach
009C00Z Drainage of Cerebellum with Drainage Device, Open Approach
009C0ZX Drainage of Cerebellum, Open Approach, Diagnostic
009C0ZZ Drainage of Cerebellum, Open Approach
009C30Z Drainage of Cerebellum with Drainage Device, Percutaneous Approach
009C3ZX Drainage of Cerebellum, Percutaneous Approach, Diagnostic
009C3ZZ Drainage of Cerebellum, Percutaneous Approach
009C40Z Drainage of Cerebellum with Drainage Device, Percutaneous Endoscopic Approach
009C4ZX Drainage of Cerebellum, Percutaneous Endoscopic Approach, Diagnostic
009C4ZZ Drainage of Cerebellum, Percutaneous Endoscopic Approach
009D00Z Drainage of Medulla Oblongata with Drainage Device, Open Approach
009D0ZX Drainage of Medulla Oblongata, Open Approach, Diagnostic
009D0ZZ Drainage of Medulla Oblongata, Open Approach
009D30Z Drainage of Medulla Oblongata with Drainage Device, Percutaneous Approach
009D3ZX Drainage of Medulla Oblongata, Percutaneous Approach, Diagnostic
009D3ZZ Drainage of Medulla Oblongata, Percutaneous Approach
009D40Z Drainage of Medulla Oblongata with Drainage Device, Percutaneous Endoscopic Approach
009D4ZX Drainage of Medulla Oblongata, Percutaneous Endoscopic Approach, Diagnostic
009D4ZZ Drainage of Medulla Oblongata, Percutaneous Endoscopic Approach
009F00Z Drainage of Olfactory Nerve with Drainage Device, Open Approach
009F0ZX Drainage of Olfactory Nerve, Open Approach, Diagnostic
009F0ZZ Drainage of Olfactory Nerve, Open Approach
009F30Z Drainage of Olfactory Nerve with Drainage Device, Percutaneous Approach
009F3ZX Drainage of Olfactory Nerve, Percutaneous Approach, Diagnostic
009F3ZZ Drainage of Olfactory Nerve, Percutaneous Approach
009F40Z Drainage of Olfactory Nerve with Drainage Device, Percutaneous Endoscopic Approach
009F4ZX Drainage of Olfactory Nerve, Percutaneous Endoscopic Approach, Diagnostic
009F4ZZ Drainage of Olfactory Nerve, Percutaneous Endoscopic Approach
009G00Z Drainage of Optic Nerve with Drainage Device, Open Approach
009G0ZX Drainage of Optic Nerve, Open Approach, Diagnostic
009G0ZZ Drainage of Optic Nerve, Open Approach
009G30Z Drainage of Optic Nerve with Drainage Device, Percutaneous Approach
009G3ZX Drainage of Optic Nerve, Percutaneous Approach, Diagnostic
009G3ZZ Drainage of Optic Nerve, Percutaneous Approach
009G40Z Drainage of Optic Nerve with Drainage Device, Percutaneous Endoscopic Approach
009G4ZX Drainage of Optic Nerve, Percutaneous Endoscopic Approach, Diagnostic
009G4ZZ Drainage of Optic Nerve, Percutaneous Endoscopic Approach
009H00Z Drainage of Oculomotor Nerve with Drainage Device, Open Approach
009H0ZX Drainage of Oculomotor Nerve, Open Approach, Diagnostic
009H0ZZ Drainage of Oculomotor Nerve, Open Approach
009H30Z Drainage of Oculomotor Nerve with Drainage Device, Percutaneous Approach
009H3ZX Drainage of Oculomotor Nerve, Percutaneous Approach, Diagnostic
009H3ZZ Drainage of Oculomotor Nerve, Percutaneous Approach
009H40Z Drainage of Oculomotor Nerve with Drainage Device, Percutaneous Endoscopic Approach
009H4ZX Drainage of Oculomotor Nerve, Percutaneous Endoscopic Approach, Diagnostic
009H4ZZ Drainage of Oculomotor Nerve, Percutaneous Endoscopic Approach
009J00Z Drainage of Trochlear Nerve with Drainage Device, Open Approach
009J0ZX Drainage of Trochlear Nerve, Open Approach, Diagnostic
009J0ZZ Drainage of Trochlear Nerve, Open Approach
009J30Z Drainage of Trochlear Nerve with Drainage Device, Percutaneous Approach
009J3ZX Drainage of Trochlear Nerve, Percutaneous Approach, Diagnostic
009J3ZZ Drainage of Trochlear Nerve, Percutaneous Approach
009J40Z Drainage of Trochlear Nerve with Drainage Device, Percutaneous Endoscopic Approach
009J4ZX Drainage of Trochlear Nerve, Percutaneous Endoscopic Approach, Diagnostic
009J4ZZ Drainage of Trochlear Nerve, Percutaneous Endoscopic Approach
009K00Z Drainage of Trigeminal Nerve with Drainage Device, Open Approach
009K0ZX Drainage of Trigeminal Nerve, Open Approach, Diagnostic
009K0ZZ Drainage of Trigeminal Nerve, Open Approach
009K30Z Drainage of Trigeminal Nerve with Drainage Device, Percutaneous Approach
009K3ZX Drainage of Trigeminal Nerve, Percutaneous Approach, Diagnostic
009K3ZZ Drainage of Trigeminal Nerve, Percutaneous Approach
009K40Z Drainage of Trigeminal Nerve with Drainage Device, Percutaneous Endoscopic Approach
009K4ZX Drainage of Trigeminal Nerve, Percutaneous Endoscopic Approach, Diagnostic
009K4ZZ Drainage of Trigeminal Nerve, Percutaneous Endoscopic Approach
009L00Z Drainage of Abducens Nerve with Drainage Device, Open Approach
009L0ZX Drainage of Abducens Nerve, Open Approach, Diagnostic
009L0ZZ Drainage of Abducens Nerve, Open Approach
009L30Z Drainage of Abducens Nerve with Drainage Device, Percutaneous Approach
009L3ZX Drainage of Abducens Nerve, Percutaneous Approach, Diagnostic
009L3ZZ Drainage of Abducens Nerve, Percutaneous Approach
009L40Z Drainage of Abducens Nerve with Drainage Device, Percutaneous Endoscopic Approach
009L4ZX Drainage of Abducens Nerve, Percutaneous Endoscopic Approach, Diagnostic
009L4ZZ Drainage of Abducens Nerve, Percutaneous Endoscopic Approach
009M00Z Drainage of Facial Nerve with Drainage Device, Open Approach
009M0ZX Drainage of Facial Nerve, Open Approach, Diagnostic
009M0ZZ Drainage of Facial Nerve, Open Approach
009M30Z Drainage of Facial Nerve with Drainage Device, Percutaneous Approach
009M3ZX Drainage of Facial Nerve, Percutaneous Approach, Diagnostic
009M3ZZ Drainage of Facial Nerve, Percutaneous Approach
009M40Z Drainage of Facial Nerve with Drainage Device, Percutaneous Endoscopic Approach
009M4ZX Drainage of Facial Nerve, Percutaneous Endoscopic Approach, Diagnostic
009M4ZZ Drainage of Facial Nerve, Percutaneous Endoscopic Approach
009N00Z Drainage of Acoustic Nerve with Drainage Device, Open Approach
009N0ZX Drainage of Acoustic Nerve, Open Approach, Diagnostic
009N0ZZ Drainage of Acoustic Nerve, Open Approach
009N30Z Drainage of Acoustic Nerve with Drainage Device, Percutaneous Approach
009N3ZX Drainage of Acoustic Nerve, Percutaneous Approach, Diagnostic
009N3ZZ Drainage of Acoustic Nerve, Percutaneous Approach
009N40Z Drainage of Acoustic Nerve with Drainage Device, Percutaneous Endoscopic Approach
009N4ZX Drainage of Acoustic Nerve, Percutaneous Endoscopic Approach, Diagnostic
009N4ZZ Drainage of Acoustic Nerve, Percutaneous Endoscopic Approach
009P00Z Drainage of Glossopharyngeal Nerve with Drainage Device, Open Approach
009P0ZX Drainage of Glossopharyngeal Nerve, Open Approach, Diagnostic
009P0ZZ Drainage of Glossopharyngeal Nerve, Open Approach
009P30Z Drainage of Glossopharyngeal Nerve with Drainage Device, Percutaneous Approach
009P3ZX Drainage of Glossopharyngeal Nerve, Percutaneous Approach, Diagnostic
009P3ZZ Drainage of Glossopharyngeal Nerve, Percutaneous Approach
009P40Z Drainage of Glossopharyngeal Nerve with Drainage Device, Percutaneous Endoscopic Approach
009P4ZX Drainage of Glossopharyngeal Nerve, Percutaneous Endoscopic Approach, Diagnostic
009P4ZZ Drainage of Glossopharyngeal Nerve, Percutaneous Endoscopic Approach
009Q00Z Drainage of Vagus Nerve with Drainage Device, Open Approach
009Q0ZX Drainage of Vagus Nerve, Open Approach, Diagnostic
009Q0ZZ Drainage of Vagus Nerve, Open Approach
009Q30Z Drainage of Vagus Nerve with Drainage Device, Percutaneous Approach
009Q3ZX Drainage of Vagus Nerve, Percutaneous Approach, Diagnostic
009Q3ZZ Drainage of Vagus Nerve, Percutaneous Approach
009Q40Z Drainage of Vagus Nerve with Drainage Device, Percutaneous Endoscopic Approach
009Q4ZX Drainage of Vagus Nerve, Percutaneous Endoscopic Approach, Diagnostic
009Q4ZZ Drainage of Vagus Nerve, Percutaneous Endoscopic Approach
009R00Z Drainage of Accessory Nerve with Drainage Device, Open Approach
009R0ZX Drainage of Accessory Nerve, Open Approach, Diagnostic
009R0ZZ Drainage of Accessory Nerve, Open Approach
009R30Z Drainage of Accessory Nerve with Drainage Device, Percutaneous Approach
009R3ZX Drainage of Accessory Nerve, Percutaneous Approach, Diagnostic
009R3ZZ Drainage of Accessory Nerve, Percutaneous Approach
009R40Z Drainage of Accessory Nerve with Drainage Device, Percutaneous Endoscopic Approach
009R4ZX Drainage of Accessory Nerve, Percutaneous Endoscopic Approach, Diagnostic
009R4ZZ Drainage of Accessory Nerve, Percutaneous Endoscopic Approach
009S00Z Drainage of Hypoglossal Nerve with Drainage Device, Open Approach
009S0ZX Drainage of Hypoglossal Nerve, Open Approach, Diagnostic
009S0ZZ Drainage of Hypoglossal Nerve, Open Approach
009S30Z Drainage of Hypoglossal Nerve with Drainage Device, Percutaneous Approach
009S3ZX Drainage of Hypoglossal Nerve, Percutaneous Approach, Diagnostic
009S3ZZ Drainage of Hypoglossal Nerve, Percutaneous Approach
009S40Z Drainage of Hypoglossal Nerve with Drainage Device, Percutaneous Endoscopic Approach
009S4ZX Drainage of Hypoglossal Nerve, Percutaneous Endoscopic Approach, Diagnostic
009S4ZZ Drainage of Hypoglossal Nerve, Percutaneous Endoscopic Approach
009T00Z Drainage of Spinal Meninges with Drainage Device, Open Approach
009T0ZX Drainage of Spinal Meninges, Open Approach, Diagnostic
009T0ZZ Drainage of Spinal Meninges, Open Approach
009T30Z Drainage of Spinal Meninges with Drainage Device, Percutaneous Approach
009T3ZX Drainage of Spinal Meninges, Percutaneous Approach, Diagnostic
009T3ZZ Drainage of Spinal Meninges, Percutaneous Approach
009T40Z Drainage of Spinal Meninges with Drainage Device, Percutaneous Endoscopic Approach
009T4ZX Drainage of Spinal Meninges, Percutaneous Endoscopic Approach, Diagnostic
009T4ZZ Drainage of Spinal Meninges, Percutaneous Endoscopic Approach
009U00Z Drainage of Spinal Canal with Drainage Device, Open Approach
009U0ZX Drainage of Spinal Canal, Open Approach, Diagnostic
009U0ZZ Drainage of Spinal Canal, Open Approach
009U30Z Drainage of Spinal Canal with Drainage Device, Percutaneous Approach
009U3ZX Drainage of Spinal Canal, Percutaneous Approach, Diagnostic
009U3ZZ Drainage of Spinal Canal, Percutaneous Approach
009U40Z Drainage of Spinal Canal with Drainage Device, Percutaneous Endoscopic Approach
009U4ZX Drainage of Spinal Canal, Percutaneous Endoscopic Approach, Diagnostic
009U4ZZ Drainage of Spinal Canal, Percutaneous Endoscopic Approach
009W00Z Drainage of Cervical Spinal Cord with Drainage Device, Open Approach
009W0ZX Drainage of Cervical Spinal Cord, Open Approach, Diagnostic
009W0ZZ Drainage of Cervical Spinal Cord, Open Approach
009W30Z Drainage of Cervical Spinal Cord with Drainage Device, Percutaneous Approach
009W3ZX Drainage of Cervical Spinal Cord, Percutaneous Approach, Diagnostic
009W3ZZ Drainage of Cervical Spinal Cord, Percutaneous Approach
009W40Z Drainage of Cervical Spinal Cord with Drainage Device, Percutaneous Endoscopic Approach
009W4ZX Drainage of Cervical Spinal Cord, Percutaneous Endoscopic Approach, Diagnostic
009W4ZZ Drainage of Cervical Spinal Cord, Percutaneous Endoscopic Approach
009X00Z Drainage of Thoracic Spinal Cord with Drainage Device, Open Approach
009X0ZX Drainage of Thoracic Spinal Cord, Open Approach, Diagnostic
009X0ZZ Drainage of Thoracic Spinal Cord, Open Approach
009X30Z Drainage of Thoracic Spinal Cord with Drainage Device, Percutaneous Approach
009X3ZX Drainage of Thoracic Spinal Cord, Percutaneous Approach, Diagnostic
009X3ZZ Drainage of Thoracic Spinal Cord, Percutaneous Approach
009X40Z Drainage of Thoracic Spinal Cord with Drainage Device, Percutaneous Endoscopic Approach
009X4ZX Drainage of Thoracic Spinal Cord, Percutaneous Endoscopic Approach, Diagnostic
009X4ZZ Drainage of Thoracic Spinal Cord, Percutaneous Endoscopic Approach
009Y00Z Drainage of Lumbar Spinal Cord with Drainage Device, Open Approach
009Y0ZX Drainage of Lumbar Spinal Cord, Open Approach, Diagnostic
009Y0ZZ Drainage of Lumbar Spinal Cord, Open Approach
009Y30Z Drainage of Lumbar Spinal Cord with Drainage Device, Percutaneous Approach
009Y3ZX Drainage of Lumbar Spinal Cord, Percutaneous Approach, Diagnostic
009Y3ZZ Drainage of Lumbar Spinal Cord, Percutaneous Approach
009Y40Z Drainage of Lumbar Spinal Cord with Drainage Device, Percutaneous Endoscopic Approach
009Y4ZX Drainage of Lumbar Spinal Cord, Percutaneous Endoscopic Approach, Diagnostic
009Y4ZZ Drainage of Lumbar Spinal Cord, Percutaneous Endoscopic Approach
00B00ZX Excision of Brain, Open Approach, Diagnostic
00B00ZZ Excision of Brain, Open Approach
00B03ZX Excision of Brain, Percutaneous Approach, Diagnostic
00B03ZZ Excision of Brain, Percutaneous Approach
00B04ZX Excision of Brain, Percutaneous Endoscopic Approach, Diagnostic
00B04ZZ Excision of Brain, Percutaneous Endoscopic Approach
00B10ZX Excision of Cerebral Meninges, Open Approach, Diagnostic
00B10ZZ Excision of Cerebral Meninges, Open Approach
00B13ZX Excision of Cerebral Meninges, Percutaneous Approach, Diagnostic
00B13ZZ Excision of Cerebral Meninges, Percutaneous Approach
00B14ZX Excision of Cerebral Meninges, Percutaneous Endoscopic Approach, Diagnostic
00B14ZZ Excision of Cerebral Meninges, Percutaneous Endoscopic Approach
00B20ZX Excision of Dura Mater, Open Approach, Diagnostic
00B20ZZ Excision of Dura Mater, Open Approach
00B23ZX Excision of Dura Mater, Percutaneous Approach, Diagnostic
00B23ZZ Excision of Dura Mater, Percutaneous Approach
00B24ZX Excision of Dura Mater, Percutaneous Endoscopic Approach, Diagnostic
00B24ZZ Excision of Dura Mater, Percutaneous Endoscopic Approach
00B60ZX Excision of Cerebral Ventricle, Open Approach, Diagnostic
00B60ZZ Excision of Cerebral Ventricle, Open Approach
00B63ZX Excision of Cerebral Ventricle, Percutaneous Approach, Diagnostic
00B63ZZ Excision of Cerebral Ventricle, Percutaneous Approach
00B64ZX Excision of Cerebral Ventricle, Percutaneous Endoscopic Approach, Diagnostic
00B64ZZ Excision of Cerebral Ventricle, Percutaneous Endoscopic Approach
00B70ZX Excision of Cerebral Hemisphere, Open Approach, Diagnostic
00B70ZZ Excision of Cerebral Hemisphere, Open Approach
00B73ZX Excision of Cerebral Hemisphere, Percutaneous Approach, Diagnostic
00B73ZZ Excision of Cerebral Hemisphere, Percutaneous Approach
00B74ZX Excision of Cerebral Hemisphere, Percutaneous Endoscopic Approach, Diagnostic
00B74ZZ Excision of Cerebral Hemisphere, Percutaneous Endoscopic Approach
00B80ZX Excision of Basal Ganglia, Open Approach, Diagnostic
00B80ZZ Excision of Basal Ganglia, Open Approach
00B83ZX Excision of Basal Ganglia, Percutaneous Approach, Diagnostic
00B83ZZ Excision of Basal Ganglia, Percutaneous Approach
00B84ZX Excision of Basal Ganglia, Percutaneous Endoscopic Approach, Diagnostic
00B84ZZ Excision of Basal Ganglia, Percutaneous Endoscopic Approach
00B90ZX Excision of Thalamus, Open Approach, Diagnostic
00B90ZZ Excision of Thalamus, Open Approach
00B93ZX Excision of Thalamus, Percutaneous Approach, Diagnostic
00B93ZZ Excision of Thalamus, Percutaneous Approach
00B94ZX Excision of Thalamus, Percutaneous Endoscopic Approach, Diagnostic
00B94ZZ Excision of Thalamus, Percutaneous Endoscopic Approach
00BA0ZX Excision of Hypothalamus, Open Approach, Diagnostic
00BA0ZZ Excision of Hypothalamus, Open Approach
00BA3ZX Excision of Hypothalamus, Percutaneous Approach, Diagnostic
00BA3ZZ Excision of Hypothalamus, Percutaneous Approach
00BA4ZX Excision of Hypothalamus, Percutaneous Endoscopic Approach, Diagnostic
00BA4ZZ Excision of Hypothalamus, Percutaneous Endoscopic Approach
00BB0ZX Excision of Pons, Open Approach, Diagnostic
00BB0ZZ Excision of Pons, Open Approach
00BB3ZX Excision of Pons, Percutaneous Approach, Diagnostic
00BB3ZZ Excision of Pons, Percutaneous Approach
00BB4ZX Excision of Pons, Percutaneous Endoscopic Approach, Diagnostic
00BB4ZZ Excision of Pons, Percutaneous Endoscopic Approach
00BC0ZX Excision of Cerebellum, Open Approach, Diagnostic
